Nama Jenis;Spesies;RTH;Plot
Tekukur Biasa;Spilopelia chinensis;Jl. Adi Sucipto;43.          
Tekukur Biasa;Spilopelia chinensis;Taman Monumen 45 Banjarsari;5.            
Tekukur Biasa;Spilopelia chinensis;Kompleks UNS;7.            
Tekukur Biasa;Spilopelia chinensis;Stadiun Manahan dan Taman Selatan Stadiun Manahan;2.            
Tekukur Biasa;Spilopelia chinensis;Taman Bantaran Sungai Pepe (Bagian Utara);4.            
Tekukur Biasa;Spilopelia chinensis;Taman Cerdas Mojosongo;40.          
Walet Linci;Collocalia linchi;Alun - Alun Kidul dan Taman Seputaran Alun - Alun Selatan;16.          
Walet Linci;Collocalia linchi;Taman Lottemart;51.          
Walet Linci;Collocalia linchi;Lapangan Bola Jalan Kartopuran;30.          
Walet Linci;Collocalia linchi;Alun - Alun Utara;17.          
Walet Linci;Collocalia linchi;Lapangan Kartopuran;13.          
Walet Linci;Collocalia linchi;Stadion Sriwedari;15.          
Walet Linci;Collocalia linchi;Taman Tugu Kebangkitan Nasional;47.          
Walet Linci;Collocalia linchi;Lapangan Sriwaru;14.          
Walet Linci;Collocalia linchi;Jalur Hijau Jalan Slamet Riyadi;44.          
Walet Linci;Collocalia linchi;Lapangan Jajar;24.          
Walet Linci;Collocalia linchi;Jalan Samratulangi;11.          
Walet Linci;Collocalia linchi;Makam Jalan Veteran;29.          
Walet Linci;Collocalia linchi;Kompleks PPG PGSD PGPaud UNS;12.          
Walet Linci;Collocalia linchi;Lapangan Pringgolayan;28.          
Walet Linci;Collocalia linchi;Lapangan Kenteng;27.          
Walet Linci;Collocalia linchi;TPU Cemoro Kembar;50.          
Walet Linci;Collocalia linchi;Sepadan Sungai Pelem Wulung;18.          
Walet Linci;Collocalia linchi;Urban Forest Pucangsawit;10.          
Walet Linci;Collocalia linchi;Pura Mangkunegaran;34.          
Walet Linci;Collocalia linchi;Sempadan Sungai Boro;38.          
Walet Linci;Collocalia linchi;Kawasan Taman Jurug;6.            
Walet Linci;Collocalia linchi;Jalan Urip Sumoharjo;9.            
Walet Linci;Collocalia linchi;Taman Monumen 45 Banjarsari;5.            
Walet Linci;Collocalia linchi;JL.A.Yani;41.          
Walet Linci;Collocalia linchi;Taman Monumen Achmadi;36.          
Walet Linci;Collocalia linchi;Jalur Pejalan Kaki Jalan Monginsidi;42.          
Walet Linci;Collocalia linchi;Kompleks UNS;7.            
Walet Linci;Collocalia linchi;Stadiun Manahan dan Taman Selatan Stadiun Manahan;2.            
Walet Linci;Collocalia linchi;Taman Sekartaji;8.            
Walet Linci;Collocalia linchi;Taman Tirtonadi;8.            
Walet Linci;Collocalia linchi;Taman Balekambang dan Taman Pembibitan;3.            
Walet Linci;Collocalia linchi;Taman Bantaran Sungai Pepe (Bagian Utara);4.            
Walet Linci;Collocalia linchi;Makam Astonoloyo;39.          
Walet Linci;Collocalia linchi;Makam Bonoloyo;1.            
Walet Linci;Collocalia linchi;Taman Cerdas Mojosongo;40.          
Walet Linci;Collocalia linchi;Taman Jaya Wijaya;23.          
Wiwik Kelabu;Cacomantis merulinus;Sepadan Sungai Pelem Wulung;18.          
